score,id
1,snp_8
1,snp_9
1,snp_10
0.999999999999999,snp_6
0.999999999999991,snp_5
0.999999999999559,snp_3
0.999999999997199,snp_1
0.999999999996892,snp_2
0.999999999992326,snp_7
0.999999999975268,snp_4
0.363284471034149,snp_399
0.0686412272552339,snp_745
0.0316524660094405,snp_815
0.0298846302471733,snp_756
0.0252997180233353,snp_371
0.0238040434161737,snp_700
0.0220583149900461,snp_767
0.0215909817570656,snp_471
0.0214147294667131,snp_334
0.0205284674613462,snp_882
0.0199805072593344,snp_893
0.0187353879896047,snp_532
0.0184619388477326,snp_992
0.0179854845205186,snp_362
0.0170195789739717,snp_461
0.0167978963400875,snp_780
0.0167129663945836,snp_396
0.0163400337381984,snp_40
0.0163294543062184,snp_333
0.0155908969347784,snp_686
0.0136842169807079,snp_808
0.0121843750391788,snp_541
0.0118009019084416,snp_155
0.0116342508805176,snp_842
0.0105553935800686,snp_709
0.01038391832455,snp_964
0.0100953400054968,snp_600
0.0098201208993449,snp_788
0.00946535245769488,snp_790
0.00934705370990873,snp_896
0.00916857763788425,snp_716
0.00891963017469082,snp_211
0.00815019726995012,snp_569
0.00813934757077595,snp_590
0.00795545869332681,snp_123
0.00759320083089434,snp_151
0.00754377478694298,snp_110
0.00737533020847331,snp_418
0.0071100762670395,snp_567
0.00709782343058525,snp_715
0.0070957327377469,snp_888
0.00701628215865199,snp_131
0.00678730796180296,snp_388
0.00656613865017938,snp_410
0.00651071108137095,snp_523
0.00640089353100876,snp_945
0.00632210846173745,snp_102
0.00616634377512277,snp_145
0.00601911122735866,snp_809
0.00578400063468346,snp_664
0.00577600606697953,snp_634
0.00559111901924388,snp_201
0.00543983477629873,snp_953
0.00537050738058057,snp_766
0.00532489565667685,snp_913
0.00531117182635378,snp_712
0.00525598840688867,snp_255
0.00523259874200215,snp_958
0.00520728733266963,snp_237
0.00515106151667298,snp_380
0.00511924266352786,snp_713
0.00509941176697279,snp_799
0.00509927275974017,snp_178
0.0050745403753225,snp_884
0.00502554824655998,snp_740
0.00500948290563726,snp_903
0.0049838011141068,snp_191
0.00491730751318049,snp_348
0.00484198242773477,snp_786
0.00479552827709238,snp_467
0.00476935544630834,snp_673
0.0047617221106862,snp_557
0.00472292736785931,snp_308
0.00469883940728656,snp_361
0.00468770306552619,snp_687
0.00463308755151796,snp_921
0.00463266629214199,snp_154
0.00460299001855762,snp_84
0.00457894038661141,snp_755
0.00455791435852176,snp_547
0.00447702999016823,snp_157
0.00444491112380367,snp_393
0.00435390492387168,snp_915
0.00435083820878615,snp_587
0.00431047485379694,snp_683
0.00430989299367548,snp_732
0.00429346286513649,snp_485
0.00429326460324517,snp_434
0.0042697292229526,snp_624
0.00421812729440217,snp_423
0.00413555600487945,snp_365
0.00411703336081925,snp_507
0.00406979258126069,snp_729
0.00406832184820393,snp_457
0.00406552760598999,snp_321
0.00390732252405454,snp_420
0.00388752183566648,snp_791
0.00387650876301859,snp_244
0.00383553550179715,snp_344
0.00377765666216882,snp_880
0.00376266355547772,snp_259
0.00373102134863117,snp_957
0.00368888713725313,snp_574
0.00357830868503862,snp_785
0.00356927125326455,snp_651
0.00356684149052585,snp_100
0.00354206718935281,snp_548
0.00352539298420824,snp_22
